
Mon,Jun,10,23:35:28,2024, 15.0,  1.0,1000.0
Mon,Jun,10,23:35:30,2024, 42.0, 42.0,1015.0
Mon,Jun,10,23:35:32,2024, 24.0, 39.0,1010.0
Mon,Jun,10,23:35:34,2024, 24.0, 33.0, 991.0
Mon,Jun,10,23:35:36,2024, -5.0, 18.0, 981.0
Mon,Jun,10,23:35:38,2024, 50.0, 81.0, 979.0
Mon,Jun,10,23:35:40,2024, 24.0, 97.0, 993.0
Mon,Jun,10,23:35:42,2024,  1.0, 30.0, 985.0
Mon,Jun,10,23:35:44,2024, 10.0, 63.0,1003.0
Mon,Jun,10,23:35:46,2024, 11.0, 98.0,1016.0
Mon,Jun,10,23:35:48,2024, 26.0, 80.0,1006.0
Mon,Jun,10,23:35:50,2024, 37.0, 83.0, 977.0
Mon,Jun,10,23:35:52,2024, 37.0, 55.0, 991.0
Mon,Jun,10,23:35:54,2024, 49.0, 48.0, 995.0
Mon,Jun,10,23:37:09,2024, 38.0, 70.0, 991.0
Mon,Jun,10,23:38:34,2024, 38.0, 68.0, 997.0
Mon,Jun,10,23:38:36,2024,  9.0,  7.0,1003.0
Mon,Jun,10,23:39:03,2024, 27.0, 87.0, 981.0
Mon,Jun,10,23:39:16,2024, 37.0, 32.0, 990.0
Mon,Jun,10,23:39:18,2024, 29.0, 91.0, 998.0
Mon,Jun,10,23:52:15,2024, 10.0, 69.0,1003.0
Mon,Jun,10,23:52:17,2024, 48.0,  5.0,1002.0
Mon,Jun,10,23:52:19,2024, 41.0, 65.0, 995.0
Mon,Jun,10,23:52:21,2024, 27.0, 59.0,1010.0
Tue,Jun,11,03:03:51,2024, 12.0, 30.0, 979.0
Tue,Jun,11,03:03:53,2024,  1.0, 64.0,1015.0
Tue,Jun,11,03:03:55,2024, 28.0, 94.0, 994.0
Tue,Jun,11,03:05:18,2024, 18.0, 67.0, 995.0
Tue,Jun,11,03:05:20,2024, 21.0, 93.0,1011.0
Tue,Jun,11,03:06:39,2024, 21.0, 24.0, 988.0
Tue,Jun,11,03:06:41,2024, 36.0, 86.0, 980.0
Tue,Jun,11,03:06:43,2024, 12.0, 46.0,1009.0
Tue,Jun,11,03:06:45,2024,  5.0, 54.0, 980.0
Tue,Jun,11,03:06:47,2024, 17.0, 35.0,1016.0
Tue,Jun,11,03:06:49,2024, 21.0, 87.0, 993.0
Tue,Jun,11,03:06:51,2024, 48.0, 11.0, 977.0
Tue,Jun,11,03:06:53,2024, 22.0, 30.0, 989.0
Tue,Jun,11,03:06:55,2024, 40.0, 34.0,1011.0
Tue,Jun,11,03:06:57,2024, 28.0, 63.0, 982.0
Tue,Jun,11,03:06:59,2024,  5.0, 36.0,1016.0
Tue,Jun,11,03:07:01,2024,  8.0, 81.0, 976.0
Tue,Jun,11,03:07:03,2024, 26.0, 84.0, 976.0
Tue,Jun,11,03:07:05,2024, 42.0, 62.0,1003.0
Tue,Jun,11,03:07:07,2024,  8.0,  4.0,1009.0
Tue,Jun,11,03:07:09,2024, -8.0, 99.0,1006.0
Tue,Jun,11,03:07:11,2024, 17.0, 41.0,1003.0
Tue,Jun,11,03:07:13,2024, 13.0, 13.0, 996.0
Tue,Jun,11,03:07:15,2024,-10.0,  3.0,1015.0
Tue,Jun,11,03:07:17,2024, 37.0, 80.0,1001.0
Tue,Jun,11,03:07:19,2024,  0.0, 43.0,1006.0
Tue,Jun,11,03:07:21,2024, 24.0, 13.0, 999.0
Tue,Jun,11,03:07:23,2024, 15.0, 25.0, 981.0
Tue,Jun,11,03:07:25,2024, 26.0, 81.0, 979.0
Tue,Jun,11,03:07:27,2024, 37.0,100.0,1006.0
Tue,Jun,11,03:07:29,2024,  4.0, 30.0,1004.0
Tue,Jun,11,03:07:31,2024,-10.0, 15.0,1012.0
Tue,Jun,11,03:07:33,2024, 47.0, 99.0,1015.0
Tue,Jun,11,03:07:35,2024, 46.0, 44.0, 984.0
Tue,Jun,11,03:07:37,2024, 34.0, 15.0,1001.0
Tue,Jun,11,03:07:39,2024, -9.0, 40.0, 976.0
Tue,Jun,11,03:07:41,2024,  4.0, 43.0,1006.0
Tue,Jun,11,03:07:43,2024,  3.0,  8.0,1014.0
Tue,Jun,11,03:07:45,2024, 10.0, 49.0, 988.0
Tue,Jun,11,03:07:47,2024, 41.0, 18.0, 978.0
Tue,Jun,11,03:07:49,2024,  3.0, 52.0, 978.0
Tue,Jun,11,03:07:51,2024, 49.0, 36.0,1004.0
Tue,Jun,11,03:07:53,2024, -3.0, 80.0, 980.0
Tue,Jun,11,03:07:55,2024, -1.0, 82.0, 996.0
Tue,Jun,11,03:07:57,2024, 46.0, 73.0,1008.0
Tue,Jun,11,03:07:59,2024, -6.0, 17.0, 979.0
